year,title
2017,Learning to See Physics via Visual De-animation
2017,Label Efficient Learning of Transferable Representations acrosss Domains and Tasks
2017,Decoding with Value Networks for Neural Machine Translation
2017,Parametric Simplex Method for Sparse Learning
2017,Group Sparse Additive Machine
2017,Uprooting and Rerooting Higher-Order Graphical Models
2017,The Unreasonable Effectiveness of Structured Random Orthogonal Embeddings
2017,From Parity to Preference-based Notions of Fairness in Classification
2017,Inferring Generative Model Structure with Static Analysis
2017,Structured Embedding Models for Grouped Data
1992,A Note on Learning Vector Quantization
2017,A Linear-Time Kernel Goodness-of-Fit Test
2017,Cortical microcircuits as gated-recurrent neural networks
2017,k-Support and Ordered Weighted Sparsity for Overlapping Groups: Hardness and Algorithms
2017,A simple model of recognition and recall memory
2017,On Structured Prediction Theory with Calibrated Convex Surrogate Losses
2017,Best of Both Worlds: Transferring Knowledge from Discriminative Learning to a Generative Visual Dialog Model
2017,MaskRNN: Instance Level Video Object Segmentation
2017,Gated Recurrent Convolution Neural Network for OCR
2017,Towards Accurate Binary Convolutional Neural Network
2017,Semi-Supervised Learning for Optical Flow with Generative Adversarial Networks
1992,Forecasting Demand for Electric Power
2017,Learning a Multi-View Stereo Machine
2017,Phase Transitions in the Pooled Data Problem
2017,Universal Style Transfer via Feature Transforms
2017,On the Model Shrinkage Effect of Gamma Process Edge Partition Models
2017,Pose Guided Person Image Generation
2017,Inference in Graphical Models via Semidefinite Programming Hierarchies
2017,Variable Importance Using Decision Trees
2017,Preventing Gradient Explosions in Gated Recurrent Units
2017,On the Power of Truncated SVD for General High-rank Matrix Estimation Problems
2017,f-GANs in an Information Geometric Nutshell
1992,Generalization Abilities of Cascade Network Architecture
2017,Toward Multimodal Image-to-Image Translation
2017,Mixture-Rank Matrix Approximation for Collaborative Filtering
2017,Non-monotone Continuous DR-submodular  Maximization: Structure and Algorithms
2017,Learning with Average Top-k Loss
2017,Learning multiple visual domains with residual adapters
2017,"Dykstra's Algorithm, ADMM, and Coordinate Descent: Connections, Insights, and Extensions"
2017,Learning Spherical Convolution for Fast Features from 360? Imagery
2017,MarrNet: 3D Shape Reconstruction via 2.5D Sketches
2017,Multimodal Learning and Reasoning for Visual Question Answering
2017,Adversarial Surrogate Losses for Ordinal Regression
1992,Transient Signal Detection with Neural Networks: The Search for the Desired Signal
2017,Hypothesis Transfer Learning via Transformation Functions
2017,Controllable Invariance through Adversarial Feature Learning
2017,Convergence Analysis of Two-layer Neural Networks with ReLU Activation
2017,Doubly Accelerated Stochastic Variance Reduced Dual Averaging Method for Regularized Empirical Risk Minimization
2017,Langevin Dynamics with Continuous Tempering for Training Deep Neural Networks
2017,Efficient Online Linear Optimization with Approximation Algorithms
2017,Geometric Descent Method for Convex Composite Minimization
2017,Diffusion Approximations for Online Principal Component Estimation and Global Convergence
2017,Avoiding Discrimination through Causal Reasoning
2017,Nonparametric Online Regression while Learning the Metric
1992,Deriving Receptive Fields Using an Optimal Encoding Criterion
2017,Recycling Privileged Learning and Distribution Matching for Fairness
2017,Safe and Nested Subgame Solving for Imperfect-Information Games
2017,Unsupervised Image-to-Image Translation Networks
2017,Coded Distributed Computing for Inverse Problems
2017,A Screening Rule for l1-Regularized Ising Model Estimation
2017,Improved Dynamic Regret for Non-degenerate Functions
2017,Learning Efficient Object Detection Models with Knowledge Distillation
2017,One-Sided Unsupervised Domain Mapping
2017,Deep Mean-Shift Priors for Image Restoration
2017,Greedy Algorithms for Cone Constrained Optimization with Convergence Guarantees
1992,Single-Iteration Threshold Hamming Networks
2017,A New Theory for Matrix Completion
2017,Robust Hypothesis Test for Nonlinear Effect with Gaussian Processes
2017,Lower bounds on the robustness to adversarial perturbations
2017,Minimizing a Submodular Function from Samples
2017,Introspective Classification with Convolutional Nets
2017,Label Distribution Learning Forests
2017,Unsupervised learning of object frames by dense equivariant image labelling
2017,Compression-aware Training of Deep Networks
2017,Multiscale Semi-Markov Dynamics for Intracortical Brain-Computer Interfaces
2017,PredRNN: Recurrent Neural Networks for Predictive Learning using Spatiotemporal LSTMs
1992,Hidden Markov Model Induction by Bayesian Model Merging
2017,Detrended Partial Cross Correlation for Brain Connectivity Analysis
2017,Contrastive Learning for Image Captioning
2017,Safe Model-based Reinforcement Learning with Stability Guarantees
2017,Online multiclass boosting
2017,Matching on Balanced Nonlinear Representations for Treatment Effects Estimation
2017,Learning Overcomplete HMMs
2017,GP CaKe: Effective brain connectivity with causal kernels
2017,"Decoupling ""when to update"" from ""how to update"""
2017,Self-Normalizing Neural Networks
2017,Learning to Pivot with Adversarial Networks
1987,Generalization of Back propagation to Recurrent and Higher Order Neural Networks
1992,A Model of Feedback to the Lateral Geniculate Nucleus
2017,SchNet: A continuous-filter convolutional neural network for modeling quantum interactions
2017,Active Bias: Training More Accurate Neural Networks by Emphasizing High Variance Samples
2017,Differentiable Learning of Submodular Functions
2017,Inductive Representation Learning on Large Graphs
2017,Subset Selection and Summarization in Sequential Data
2017,Question Asking as Program Generation
2017,Revisiting Perceptron: Efficient and Label-Optimal Learning of Halfspaces
2017,Gradient Descent Can Take Exponential Time to Escape Saddle Points
2017,Union of Intersections (UoI) for Interpretable Data Driven Discovery and Prediction
2017,One-Shot Imitation Learning
1992,An Information-Theoretic Approach to Deciphering the Hippocampal Code
2017,Learning the Morphology of Brain Signals Using Alpha-Stable Convolutional Sparse Coding
2017,Integration Methods and Optimization Algorithms
2017,"Sharpness, Restart and Acceleration"
2017,Learning Koopman Invariant Subspaces for Dynamic Mode Decomposition
2017,Soft-to-Hard Vector Quantization for End-to-End Learning Compressible Representations
2017,Learning spatiotemporal piecewise-geodesic trajectories from longitudinal manifold-valued data
2017,Improving Regret Bounds for Combinatorial Semi-Bandits with Probabilistically Triggered Arms and Its Applications
2017,Predictive-State Decoders: Encoding the Future into Recurrent Networks
2017,Optimistic posterior sampling for reinforcement learning: worst-case regret bounds
2017,Mean teachers are better role models: Weight-averaged consistency targets improve semi-supervised deep learning results
1992,Object-Based Analog VLSI Vision Circuits
2017,Matching neural paths: transfer from recognition to correspondence search
2017,Linearly constrained Gaussian processes
2017,Fixed-Rank Approximation of a Positive-Semidefinite Matrix from Streaming Data
2017,Multi-Modal Imitation Learning from Unstructured Demonstrations using Generative Adversarial Nets
2017,Learning to Inpaint for Image Compression
2017,Adaptive Bayesian Sampling with Monte Carlo EM
2017,ADMM without a Fixed Penalty Parameter: Faster Convergence with New Adaptive Penalization
2017,Shape and Material from Sound
2017,Flexible statistical inference for mechanistic models of neural dynamics
2017,Online Prediction with Selfish Experts
1992,A Hybrid Linear/Nonlinear Approach to Channel Equalization Problems
2017,Tensor Biclustering
2017,DPSCREEN: Dynamic Personalized Screening
2017,Learning Unknown Markov Decision Processes: A Thompson Sampling Approach
2017,Testing and Learning on Distributions with Symmetric Noise Invariance
2017,A Dirichlet Mixture Model of Hawkes Processes for Event Sequence Clustering
2017,Deanonymization in the Bitcoin P2P Network
2017,Accelerated consensus via Min-Sum Splitting
2017,Generalized Linear Model Regression under Distance-to-set Penalties
2017,Adaptive stimulus selection for optimizing neural population responses
2017,Nonbacktracking Bounds on the Influence in Independent Cascade Models
1992,Directional-Unit Boltzmann Machines
2017,Learning with Feature Evolvable Streams
2017,Online Convex Optimization with Stochastic Constraints
2017,Max-Margin Invariant Features from Transformed Unlabelled Data
2017,Regularized Modal Regression with Applications in Cognitive Impairment Prediction
2017,Translation Synchronization via Truncated Least Squares
2017,From which world is your graph
2017,A New Alternating Direction Method for Linear Programming
2017,Regret Analysis for Continuous Dueling Bandit
2017,Best Response Regression
2017,TernGrad: Ternary Gradients to Reduce Communication in Distributed Deep Learning
1992,How Oscillatory Neuronal Responses Reflect Bistability and Switching of the Hidden Assembly Dynamics
2017,Learning Affinity via Spatial Propagation Networks
2017,Linear regression without correspondence
2017,NeuralFDR: Learning Discovery Thresholds from Hypothesis Features
2017,Cost efficient gradient boosting
2017,Probabilistic Rule Realization and Selection
2017,"Nearest-Neighbor Sample Compression: Efficiency, Consistency, Infinite Dimensions"
2017,A Scale Free Algorithm for Stochastic Bandits with Bounded Kurtosis
2017,Learning Multiple Tasks with Multilinear Relationship Networks
2017,Deep Hyperalignment
2017,"Online to Offline Conversions, Universality and Adaptive Minibatch Sizes"
1992,Destabilization and Route to Chaos in Neural Networks with Random Connectivity
2017,Stochastic Optimization with Variance Reduction for Infinite Datasets with Finite Sum Structure
2017,Deep Learning with Topological Signatures
2017,Predicting User Activity Level In Point Processes With Mass Transport Equation
2017,Submultiplicative Glivenko-Cantelli and Uniform Convergence of Revenues
2017,Deep Dynamic Poisson Factorization Model
2017,Positive-Unlabeled Learning with Non-Negative Risk Estimator
2017,Optimal Sample Complexity of M-wise Data for Top-K Ranking
2017,Counterfactual Gaussian Processes for Reliable Decision-making and What-if Reasoning
2017,QSGD: Communication-Efficient SGD via Gradient Quantization and Encoding
2017,Convergent Block Coordinate Descent for Training Tikhonov Regularized Deep Neural Networks
1992,A Formal Model of the Insect Olfactory Macroglomerulus: Simulations and Analytic Results
2017,"Train longer, generalize better: closing the generalization gap in large batch training of neural networks"
2017,Flexpoint: An Adaptive Numerical Format for Efficient Training of Deep Neural Networks
2017,Model evidence from nonequilibrium simulations
2017,Minimal Exploration in Structured Stochastic Bandits
2017,Learned D-AMP: Principled Neural Network based Compressive Image Recovery
2017,Deliberation Networks: Sequence Generation Beyond One-Pass Decoding
2017,Adaptive Clustering through Semidefinite Programming
2017,Log-normality and Skewness of Estimated State/Action Values in Reinforcement Learning
2017,Repeated Inverse Reinforcement Learning
2017,The Numerics of GANs
1992,Physiologically Based Speech Synthesis
2017,Practical Bayesian Optimization for Model Fitting with Bayesian Adaptive Direct Search
2017,Learning Chordal Markov Networks via Branch and Bound
2017,Revenue Optimization with Approximate Bid Predictions
2017,Solving Most Systems of Random Quadratic Equations
2017,Unsupervised Learning of Disentangled and Interpretable Representations from Sequential Data
2017,Lookahead  Bayesian Optimization with Inequality Constraints
2017,Hierarchical Methods of Moments
2017,Interpretable and Globally Optimal Prediction for Textual Grounding using Image Concepts
2017,Revisit Fuzzy Neural Network: Demystifying Batch Normalization and ReLU with Generalized Hamming Network
2017,Speeding Up Latent Variable Gaussian Graphical Model Estimation via Nonconvex Optimization
1992,Filter Selection Model for Generating Visual Motion Signals
2017,Batch Renormalization: Towards Reducing Minibatch Dependence in Batch-Normalized Models
2017,Generating steganographic images via adversarial training
2017,Near-linear time approximation algorithms for optimal transport via Sinkhorn iteration
2017,PixelGAN Autoencoders
2017,Consistent Multitask Learning with Nonlinear Output Relations
2017,Alternating minimization for dictionary learning with random initialization
2017,Learning ReLUs via Gradient Descent
2017,Stabilizing Training of Generative Adversarial Networks through Regularization
2017,Expectation Propagation with Stochastic Kinetic Model in Complex Interaction Systems
2017,Data-Efficient Reinforcement Learning in Continuous State-Action Gaussian-POMDPs
1987,Schema for Motor Control Utilizing a Network Model of the Cerebellum
1992,Information Theoretic Analysis of Connection Structure from Spike Trains
2017,Compatible Reward Inverse Reinforcement Learning
2017,First-Order Adaptive Sample Size Methods to Reduce Complexity of Empirical Risk Minimization
2017,Hiding Images in Plain Sight: Deep Steganography
2017,Neural Program Meta-Induction
2017,Bayesian Dyadic Trees and Histograms for  Regression
2017,A graph-theoretic approach to multitasking
2017,Consistent Robust Regression
2017,Natural Value Approximators: Learning when to Trust Past Estimates
2017,Bandits Dueling on Partially Ordered Sets
2017,Elementary Symmetric Polynomials for Optimal Experimental Design
1992,A Parallel Gradient Descent Method for Learning in Analog VLSI Neural Networks
2017,Emergence of Language with Multi-agent Games: Learning to Communicate with Sequences of Symbols
2017,Training Deep Networks without Learning Rates Through Coin Betting
2017,Pixels to Graphs by Associative Embedding
2017,Runtime Neural Pruning
2017,Eigenvalue Decay Implies Polynomial-Time Learnability for Neural Networks
2017,MMD GAN: Towards Deeper Understanding of Moment Matching Network
2017,The Reversible Residual Network: Backpropagation Without Storing Activations
2017,Fast Rates for Bandit Optimization with Upper-Confidence Frank-Wolfe
2017,Zap Q-Learning
2017,Expectation Propagation for t-Exponential Family Using q-Algebra
1992,"Synaptic Weight Noise During MLP Learning Enhances Fault-Tolerance, Generalization and Learning Trajectory"
2017,Few-Shot Learning Through an Information Retrieval  Lens
2017,Formal Guarantees on the Robustness of a Classifier against Adversarial Manipulation
2017,Associative Embedding: End-to-End Learning for Joint Detection and Grouping
2017,Practical Locally Private Heavy Hitters
2017,Large-Scale Quadratically Constrained Quadratic Program via Low-Discrepancy Sequences
2017,Inhomogeneous Hypergraph Clustering with Applications
2017,Differentiable Learning of Logical Rules for Knowledge Base Reasoning
2017,Deep Multi-task Gaussian Processes for Survival Analysis with Competing Risks
2017,Masked Autoregressive Flow for Density Estimation
2017,Non-convex Finite-Sum Optimization Via SCSG Methods
1992,Learning Control Under Extreme Uncertainty
2017,Beyond normality: Learning sparse probabilistic graphical models in the non-Gaussian setting
2017,An inner-loop free solution to inverse problems using deep neural networks
2017,OnACID: Online Analysis of Calcium Imaging Data in Real Time
2017,Collaborative PAC Learning
2017,Fast Black-box Variational Inference through Stochastic Trust-Region Optimization
2017,Scalable Demand-Aware Recommendation
2017,SGD Learns the Conjugate Kernel Class of the Network
2017,Noise-Tolerant Interactive Learning Using Pairwise Comparisons
2017,Analyzing Hidden Representations in End-to-End Automatic Speech Recognition Systems
2017,Generative Local Metric Learning for Kernel Regression
1992,A Neural Model of Descending Gain Control in the Electrosensory System
2017,"Information Theoretic Properties of Markov Random Fields, and their Algorithmic Applications"
2017,Fitting Low-Rank Tensors in Constant Time
2017,Deep Supervised Discrete Hashing
2017,Using Options and Covariance Testing for Long Horizon Off-Policy Policy Evaluation
2017,How regularization affects the critical points in linear networks
2017,Fisher GAN
2017,Information-theoretic analysis of generalization capability of learning algorithms
2017,Sparse Approximate Conic Hulls
2017,Rigorous Dynamics and Consistent Estimation in Arbitrarily Conditioned Linear Systems
2017,Toward Goal-Driven Neural Network Models for the Rodent Whisker-Trigeminal System
1992,Statistical Modeling of Cell Assemblies Activities in Associative Cortex of Behaving Monkeys
2017,Accuracy First: Selecting a Differential Privacy Level for Accuracy Constrained ERM
2017,EX2: Exploration with Exemplar Models for Deep Reinforcement Learning
2017,Multitask Spectral Learning of Weighted Automata
2017,Multi-way Interacting Regression via Factorization Machines
2017,Predicting Organic Reaction Outcomes with Weisfeiler-Lehman Network
2017,Practical Data-Dependent Metric Compression with Provable Guarantees
2017,"REBAR: Low-variance, unbiased gradient estimates for discrete latent variable models"
2017,Nonlinear random matrix theory for deep learning
2017,Parallel Streaming Wasserstein Barycenters
2017,"ELF: An Extensive, Lightweight and Flexible Research Platform for Real-time Strategy Games"
1992,Self-Organizing Rules for Robust Principal Component Analysis
2017,Dual Discriminator Generative Adversarial Nets
2017,Dynamic Revenue Sharing
2017,Decomposition-Invariant Conditional Gradient for General Polytopes with Line Search
2017,VAIN: Attentional Multi-agent Predictive Modeling
2017,An Empirical Bayes Approach to Optimizing Machine Learning Algorithms
2017,Differentially Private Empirical Risk Minimization Revisited: Faster and More General
2017,Variational Inference via
2017,On Quadratic Convergence of DC Proximal Newton Algorithm in Nonconvex Sparse Learning
2017,#Exploration: A Study of Count-Based Exploration for Deep Reinforcement Learning
2017,An Empirical Study on The Properties of Random Bases for Kernel Methods
1992,Holographic Recurrent Networks
2017,Bridging the Gap Between Value and Policy Based Reinforcement Learning
2017,Premise Selection for Theorem Proving by Deep Graph Embedding
2017,A Bayesian Data Augmentation Approach for Learning Deep Models
2017,Principles of Riemannian Geometry  in Neural Networks
2017,Cold-Start Reinforcement Learning with Softmax Policy Gradient
2017,Online Dynamic Programming
2017,Alternating Estimation for Structured High-Dimensional Multi-Response Models
2017,Convolutional Gaussian Processes
2017,Estimation of the covariance structure of heavy-tailed distributions
2017,Mean Field Residual Networks: On the Edge of Chaos
2017,Decomposable Submodular Function Minimization: Discrete and Continuous
2017,Gauging Variational Inference
2017,Deep Recurrent Neural Network-Based Identification of Precursor microRNAs
2017,Robust Estimation of Neural Signals in Calcium Imaging
2017,State Aware Imitation Learning
2017,Beyond Parity: Fairness Objectives for Collaborative Filtering
2017,A PAC-Bayesian Analysis of Randomized Learning with Application to Stochastic Gradient Descent
2017,Fully Decentralized Policies for Multi-Agent Systems: An Information Theoretic Approach
2017,Model-Powered Conditional Independence Test
2017,Deep Voice 2: Multi-Speaker Neural Text-to-Speech
1992,Spiral Waves in Integrate-and-Fire Neural Networks
2017,Variance-based Regularization with Convex Objectives
2017,Deep Lattice Networks and Partial Monotonic Functions
2017,Continual Learning with Deep Generative Replay
2017,AIDE: An algorithm for measuring the accuracy of probabilistic inference algorithms
2017,Learning Causal Structures Using Regression Invariance
2017,Online Influence Maximization under Independent Cascade Model with Semi-Bandit Feedback
2017,Near Minimax Optimal Players for the Finite-Time 3-Expert Prediction Problem
2017,Reinforcement Learning under Model Mismatch
2017,Hierarchical Attentive Recurrent Tracking
2017,Tomography of the London Underground: a Scalable Model for Origin-Destination Data
1987,Spatial Organization of Neural Networks: A Probabilistic Modeling Approach
1992,A Fast Stochastic Error-Descent Algorithm for Supervised Learning and Optimization
2017,Rotting Bandits
2017,Unbiased estimates for linear regression via volume sampling
2017,"Approximation Bounds for Hierarchical Clustering: Average Linkage, Bisecting K-means, and Local Search"
2017,"Adaptive Accelerated Gradient Converging Method under H\""{o}lderian Error Bound Condition"
2017,Stein Variational Gradient Descent as Gradient Flow
2017,Partial Hard Thresholding: Towards A Principled Analysis of Support Recovery
2017,Shallow Updates for Deep Reinforcement Learning
2017,LightGBM: A Highly Efficient Gradient Boosting Decision Tree
2017,Adversarial Ranking for Language Generation
2017,Regret Minimization in MDPs with Options without Prior Knowledge
1992,Intersecting regions: The Key to combinatorial structure in hidden unit space
2017,Net-Trim: Convex Pruning of Deep Neural Networks with Performance Guarantee
2017,Graph Matching via Multiplicative Update Algorithm
2017,Dynamic Importance Sampling for Anytime Bounds of the Partition Function
2017,Is the Bellman residual a bad proxy?
2017,Generalization Properties of Learning with Random Features
2017,Differentially private Bayesian learning on distributed data
2017,Learning to Compose Domain-Specific Transformations for Data Augmentation
2017,Wasserstein Learning of Deep Generative Point Process Models
2017,Ensemble Sampling
2017,Language Modeling with Recurrent Highway Hypernetworks
1992,The Power of Approximating: a Comparison of Activation Functions
2017,Adaptive SVRG Methods under Error Bound Conditions with Unknown Growth Parameter
2017,Bayesian Compression for Deep Learning
2017,Streaming Sparse Gaussian Process Approximations
2017,VEEGAN: Reducing Mode Collapse in GANs using Implicit Variational Learning
2017,Sparse Embedded
2017,Dynamic-Depth Context Tree Weighting
2017,A Regularized Framework for Sparse and Structured Neural Attention
2017,Multi-output Polynomial Networks and Factorization Machines
2017,Clustering Billions of Reads for DNA Data Storage
2017,Multi-Objective Non-parametric Sequential Prediction
1992,Integration of Visual and Somatosensory Information for Preshaping Hand in Grasping Movements
2017,A Universal Analysis of Large-Scale Regularized Least Squares Solutions
2017,Deep Sets
2017,"ExtremeWeather: A large-scale climate dataset for semi-supervised detection, localization, and understanding of extreme weather events"
2017,Process-constrained batch Bayesian optimisation
2017,Bayesian Inference of Individualized Treatment Effects using Multi-task Gaussian Processes
2017,Spherical convolutions and their application in molecular modelling
2017,Efficient Optimization for Linear Dynamical Systems with Applications to Clustering and Sparse Coding
2017,On Optimal Generalizability in Parametric Learning
2017,Near Optimal Sketching of Low-Rank Tensor Regression
2017,Tractability in Structured Probability Spaces
1992,Kohonen Feature Maps and Growing Cell Structures - a Performance Comparison
2017,Model-based Bayesian inference of neural activity and connectivity from all-optical interrogation of a neural circuit
2017,Gaussian process based nonlinear latent structure discovery in multivariate spike train data
2017,Neural system identification for large populations separating ?what? and ?where?
2017,Certified Defenses for Data Poisoning Attacks
2017,Eigen-Distortions of Hierarchical Representations
2017,Limitations on Variance-Reduction and Acceleration Schemes for Finite Sums Optimization
2017,Unsupervised Sequence Classification using Sequential Output Statistics
2017,Subset Selection under Noise
2017,Collecting Telemetry Data Privately
2017,Concrete Dropout
1992,Some Estimates of Necessary Number of Connections and Hidden Units for Feed-Forward Networks
2017,Adaptive Batch Size for Safe Policy Gradients
2017,A Disentangled Recognition and Nonlinear Dynamics Model for Unsupervised Learning
2017,PASS-GLM: polynomial approximate sufficient statistics for scalable Bayesian GLM inference
2017,Bayesian GAN
2017,Off-policy evaluation for slate recommendation
2017,A multi-agent reinforcement learning model of common-pool resource appropriation
2017,On the Optimization Landscape of Tensor Decompositions
2017,High-Order Attention Models for Visual Question Answering
2017,Sparse convolutional coding for neuronal assembly detection
2017,Quantifying how much sensory information in a neural code is relevant for behavior
1992,Rational Parametrizations of Neural Networks
2017,Geometric Matrix Completion with Recurrent Multi-Graph Neural Networks
2017,Reducing Reparameterization Gradient Variance
2017,Visual Reference Resolution using Attention Memory for Visual Dialog
2017,Joint distribution optimal transportation for domain adaptation
2017,Multiresolution Kernel Approximation for Gaussian Process Regression
2017,Collapsed variational Bayes for Markov jump processes
2017,Universal consistency and minimax rates for online Mondrian Forests
2017,Welfare Guarantees from Data
2017,Diving into the shallows: a computational perspective on large-scale shallow learning
2017,End-to-end Differentiable Proving
1992,Analog Cochlear Model for Multiresolution Speech Analysis
2017,Influence Maximization with
2017,InfoGAIL: Interpretable Imitation Learning from Visual Demonstrations
2017,Variational Laws of Visual Attention for Dynamic Scenes
2017,Recursive Sampling for the Nystrom Method
2017,Interpolated Policy Gradient: Merging On-Policy and Off-Policy Gradient Estimation for Deep Reinforcement Learning
2017,Dynamic Routing Between Capsules
2017,Incorporating Side Information by Adaptive Convolution
2017,Conic Scan-and-Cover algorithms for nonparametric topic modeling
2017,FALKON: An Optimal Large Scale Kernel Method
2017,Structured Generative Adversarial Networks
2017,Conservative Contextual Linear Bandits
2017,Variational Memory Addressing in Generative Models
2017,On Tensor Train Rank Minimization : Statistical Efficiency and Scalable Algorithm
2017,Scalable Levy Process Priors for Spectral Kernel Learning
2017,Deep Hyperspherical Learning
2017,Learning Deep Structured Multi-Scale Features using Attention-Gated CRFs for Contour Prediction
2017,On-the-fly Operation Batching in Dynamic Computation Graphs
2017,Nonlinear Acceleration of Stochastic Algorithms
2017,Optimized Pre-Processing for Discrimination Prevention
2017,YASS: Yet Another Spike Sorter
1992,A Practice Strategy for Robot Learning Control
2017,Independence clustering (without a matrix)
2017,Fast amortized inference of neural activity from calcium imaging data with variational autoencoders
2017,Adaptive Active Hypothesis Testing under Limited Information
2017,Streaming Weak Submodularity: Interpreting Neural Networks on the Fly
2017,Successor Features for Transfer in Reinforcement Learning
2017,Counterfactual Fairness
2017,Prototypical Networks for Few-shot Learning
2017,Triple Generative Adversarial Nets
2017,Efficient Sublinear-Regret Algorithms for Online Sparse Linear Regression with Limited Observation
2017,Mapping distinct timescales of functional interactions among brain networks
1987,Experimental Demonstrations of Optical Neural Computers
1987,On the Power of Neural Networks for Solving Hard Problems
1992,Neural Network Model Selection Using Asymptotic Jackknife Estimator and Cross-Validation Method
2017,Multi-Armed Bandits with Metric Movement Costs
2017,Learning A Structured Optimal Bipartite Graph for Co-Clustering
2017,Learning Low-Dimensional Metrics
2017,The Marginal Value of Adaptive Gradient Methods in Machine Learning
2017,Aggressive Sampling for Multi-class to Binary Reduction with Applications to Text Classification
2017,Deconvolutional Paragraph Representation Learning
2017,Random Permutation Online Isotonic Regression
2017,A Unified Game-Theoretic Approach to Multiagent Reinforcement Learning
2017,Inverse Filtering for Hidden Markov Models
2017,Non-parametric Structured Output Networks
1992,Time Warping Invariant Neural Networks
2017,Learning Active Learning from Data
2017,VAE Learning via Stein Variational Gradient Descent
2017,Reconstructing perceived faces from brain activations with deep adversarial neural decoding
2017,Efficient Use of Limited-Memory Accelerators for Linear Learning on Heterogeneous Systems
2017,Temporal Coherency based Criteria for Predicting Video Frames using Deep Multi-stage Generative Adversarial Networks
2017,Sobolev Training for Neural Networks
2017,Multi-Information Source Optimization
2017,Deep Reinforcement Learning from Human Preferences
2017,On the Fine-Grained Complexity of Empirical Risk Minimization: Kernel Methods and Neural Networks
2017,Policy Gradient With Value Function Approximation For Collective Multiagent Planning
1992,Modeling Consistency in a Speaker Independent Continuous Speech Recognition System
2017,Adversarial Symmetric Variational Autoencoder
2017,Unified representation of tractography and diffusion-weighted MRI data using sparse multidimensional arrays
2017,A Minimax Optimal Algorithm for Crowdsourcing
2017,Estimating Accuracy from Unlabeled Data: A Probabilistic Logic Approach
2017,A Decomposition of Forecast Error in Prediction Markets
2017,Safe Adaptive Importance Sampling
2017,Variational Walkback: Learning a Transition Operator as a Stochastic Recurrent Net
2017,Polynomial Codes: an Optimal Design for High-Dimensional Coded Matrix Multiplication
2017,Unsupervised Learning of Disentangled Representations from Video
2017,Federated Multi-Task Learning
1992,Learning Cellular Automaton Dynamics with Neural Networks
2017,Is Input Sparsity Time Possible for Kernel Low-Rank Approximation?
2017,The Expxorcist: Nonparametric Graphical Models Via Conditional Exponential Densities
2017,Improved Graph Laplacian via Geometric Self-Consistency
2017,Dual Path Networks
2017,Faster and Non-ergodic O(1/K) Stochastic Alternating Direction Method of Multipliers
2017,A Probabilistic Framework for Nonlinearities in Stochastic Neural Networks
2017,Distral: Robust multitask reinforcement learning
2017,Online Learning of Optimal Bidding Strategy in Repeated Multi-Commodity Auctions
2017,Trimmed Density Ratio Estimation
2017,Training recurrent networks to generate hypotheses about how the brain solves hard navigation problems
1992,Biologically Plausible Local Learning Rules for the Adaptation of the Vestibulo-Ocular Reflex
2017,Visual Interaction Networks: Learning a Physics Simulator from Video
2017,Reconstruct & Crush Network
2017,Streaming Robust Submodular Maximization: A Partitioned Thresholding Approach
2017,Simple strategies for recovering inner products from coarsely quantized random projections
2017,Discovering Potential Correlations via Hypercontractivity
2017,Doubly Stochastic Variational Inference for Deep Gaussian Processes
2017,Ranking Data with Continuous Labels through Oriented Recursive Partitions
2017,Scalable Model Selection for Belief Networks
2017,Targeting EEG/LFP Synchrony with Neural Nets
2017,Near-Optimal Edge Evaluation in Explicit Generalized Binomial Graphs
1992,A Recurrent Neural Network for Generation of Occular Saccades
2017,Non-Stationary Spectral Kernels
2017,Overcoming Catastrophic Forgetting by Incremental Moment Matching
2017,Balancing information exposure in social networks
2017,SafetyNets: Verifiable Execution of Deep Neural Networks on an Untrusted Cloud
2017,Query Complexity of Clustering with Side Information
2017,QMDP-Net: Deep Learning for Planning under Partial Observability
2017,Robust Optimization for Non-Convex Objectives
2017,Thy Friend is My Friend: Iterative Collaborative Filtering for Sparse Matrix Estimation
2017,Adaptive Classification for Prediction Under a Budget
2017,Convergence rates of a partition based Bayesian multivariate density estimation method
1992,Synchronization and Grammatical Inference in an Oscillating Elman Net
2017,Affine-Invariant Online Optimization and the Low-rank Experts Problem
2017,Beyond Worst-case: A Probabilistic Analysis of Affine Policies in Dynamic Optimization
2017,A Unified Approach to Interpreting Model Predictions
2017,Stochastic Approximation for Canonical Correlation Analysis
2017,Resurrecting the sigmoid in deep learning through dynamical isometry: theory and practice
2017,Sample and Computationally Efficient Learning Algorithms under S-Concave Distributions
2017,Scalable Variational Inference for Dynamical Systems
2017,Context Selection for Embedding Models
2017,Working hard to know your neighbor's margins: Local descriptor learning loss
2017,Accelerated Stochastic Greedy Coordinate Descent by Soft Thresholding Projection onto Simplex
1992,A Knowledge-Based Model of Geometry Learning
2017,Multi-Task Learning for Contextual Bandits
2017,Learning to Prune Deep Neural Networks via Layer-wise Optimal Brain Surgeon
2017,Accelerated First-order Methods for Geodesically Convex Optimization on Riemannian Manifolds
2017,Selective Classification for Deep Neural Networks
2017,Minimax Estimation of Bandable Precision Matrices
2017,Monte-Carlo Tree Search by Best Arm Identification
2017,Group Additive Structure Identification for Kernel Nonparametric Regression
2017,"Fast, Sample-Efficient Algorithms for Structured Phase Retrieval"
2017,Hash Embeddings for Efficient Word Representations
